"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2025-05-28","Dbt Crd 1818  Www.everbee.io Www.everbee.i Tx",29.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-28","Dbt Crd 1211  Sp Bubbleboy Americanbubbl Ny",43.29,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-27","Acctverify Paypal",-0.04,"posted","",,true,,"internal transfer","Main Personal","0232",,""
"2025-05-27","Venmo",21.64,"posted","Movies and Video Games","Shopping",false,,"regular","Main Personal","0232",,""
"2025-05-27","Acctverify Paypal",-0.2,"posted","",,true,,"internal transfer","Main Personal","0232",,""
"2025-05-27","Acctverify Paypal",0.24,"posted","Other",,false,,"regular","Main Personal","0232",,""
"2025-05-27","Dbt Crd 0251  Shopify 371690317 Shopify.com Il",1.06,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-27","Deposit",-1380,"posted","",,true,,"income","Cheetah Checking","0230",,""
"2025-05-27","1108  Printful Inc. 127524906 Greentree Drive Dover De",60.47,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,"Grit","regular","Cheetah Checking","0230",,""
"2025-05-27","Dbt Crd 2343  Dd Doordash Whataburg Doordash.com Ca",47.56,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-27","Dairy Queen",16.22,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-27","Sq250526 Square Inc",-980.85,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-05-26","Dbt Crd 1817  Wm Supercenter #1126 Boerne Tx",327.59,"posted","Groceries","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-05-26","Circle K",28.71,"posted","Tobacco","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-05-26","Dbt Crd 1419  Openai Chatgpt Subscr Openai.com Ca",212.8,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-26","1548  Back Market Bogart Street Brooklyn Ny",231.58,"posted","Kids Cell Phones","Future Needs/Saving",false,,"regular","Cheetah Checking","0230","Kaylee’s Iphone Purchase- Back Market - She paid already 5/26",""
"2025-05-26","1744  Etsy.comus Adams Street Brooklyn Ny",29,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-25","0447  Apple Com Bill Apple Com Bill Cupertino Ca",43.29,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-05-25","Dbt Crd 2046  Dd Doordash Raisingca Doordash.com Ca",31.86,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-25","Home Depot",94.07,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-25","Dbt Crd 0934  Google One Ca",21.31,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-25","Circle K",44.11,"posted","Fuel","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-05-25","Circle K",40.87,"posted","Fuel","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-05-25","Dbt Crd 0527  Apple.com-bill Ca",9.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-23","Steam Games",53.02,"posted","Amos - Patreon",,false,,"regular","Main Personal","0232","Amos’ online gaming purchase. Paid already. 5/25",""
"2025-05-23","Walmart",108.01,"posted","Groceries","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-05-23","Dbt Crd 0742  Mint Mobile Ca",81.11,"posted","Kids Cell Phones","Future Needs/Saving",false,,"regular","Cheetah Checking","0230",,""
"2025-05-23","Dbt Crd 0740  Mint Mobile Ca",96.96,"posted","Kids Cell Phones","Future Needs/Saving",false,,"regular","Cheetah Checking","0230",,""
"2025-05-23","Whataburger",13.63,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-23","Home Depot",32.48,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-23","Dbt Crd 1444  Wendy S 4484 Boerne Tx",13.3,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-23","Dbt Crd 0735  Mint Mobile Ca",128.11,"posted","Kids Cell Phones","Future Needs/Saving",false,,"regular","Cheetah Checking","0230",,""
"2025-05-23","Shell",69.65,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-22","Dbt Crd 2044  Smokey Mos Bbq 13 Smokeymosbbq. Tx",38.94,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-21","Dbt Crd 0513  Apple.com-bill Ca",2.15,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-05-21","Home Depot",552.36,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-21","Sq250521 Square Inc",-1541.76,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-05-21","Whataburger",12.55,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Dbt Crd 1945  Ctlpgrande H2o Llc Sanantonio Tx",2.3,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Exxonmobil",24.89,"posted","Tobacco","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Dbt Crd 1935  Ctlpgrande H2o Llc Sanantonio Tx",4.6,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Circle K",25.28,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Home Depot",37.86,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Dbt Crd 1932  Ctlpgrande H2o Llc Sanantonio Tx",4.6,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","0306  Adobe Park Avenue,345 San Jose Ca",21.64,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Dbt Crd 1400  Metricool.com Madrid Es",22,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Dbt Crd 2028  H-e-b #621 Boerne Tx",190.06,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Int Fee 1630  Metricool.com Madrid 00 C",0.18,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-20","Dbt Crd 1942  Ctlpgrande H2o Llc Sanantonio Tx",4.6,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-19","Burger King",16,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-18","Dbt Crd 2150  Dd Doordash Whataburg Doordash.com Ca",67.67,"posted","Restaurants","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-05-18","Circle K",49.1,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-18","Pizza Hut",79.55,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-16","Dairy Queen",17.61,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-16","Dbt Crd 1246  Sq Marys Boerne Gosq.com Tx",22.46,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-16","Home Depot",38.5,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-15","Int Fee 1630  Epidemic Sound Ab Stockholm 00 C",0.15,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-15","Dbt Crd 1326  Epidemic Sound Ab Stockholm Se",19.14,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-14","Home Depot",149.9,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-14","Circle K",11.76,"posted","Tobacco","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-05-14","Walmart",243.62,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-13","Deposit",-2000,"posted","",,true,,"income","Main Personal","0232",,""
"2025-05-13","Circle K",36.75,"posted","Fuel","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-05-13","Deposit",-2000,"posted","",,true,,"income","Cheetah Checking","0230",,""
"2025-05-13","Circle K",46.03,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-12","Acctverify Square Inc Ccd",0.01,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-12","Acctverify Square Inc Ccd",-0.01,"posted","",,true,,"internal transfer","Cheetah Checking","0230",,""
"2025-05-11","Dbt Crd 0600  Allmand Law Firm Tx",25,"posted","Bank-rup",,false,,"regular","Main Personal","0232",,""
"2025-05-11","Dbt Crd 1953  Dd Doordash Chilisgri Doordash.com Ca",74.8,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-11","Circle K",47.46,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-09","Amazon",32.03,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230","Grit Table Covers - Teal (2)",""
"2025-05-09","Dbt Crd 1818  Marcos Pizza - 5176 Tx",37.96,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-09","Whataburger",12.55,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-08","Amazon",25.93,"posted","Household","Shopping",false,,"regular","Main Personal","0232",,""
"2025-05-08","Dbt Crd 0808  Leonardo.ai North Sydney Au",12,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-08","Int Fee 1632  Leonardo.ai North Sydney 00 C",0.1,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-07","Dbt Crd 2105  Openphone Openphone.com Ca",47.34,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-07","Circle K",29.76,"posted","Party Store & Bars","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-07","Dbt Crd 1202  Canva I04508-69208905 Canva.com De",15,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-07","Circle K",32.43,"posted","Tobacco","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-05-06","Dbt Crd 0830  Ctlpgrande H2o Llc Sanantonio Tx",4.6,"posted","Groceries","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-05-06","Dbt Crd 0829  Ctlpgrande H2o Llc Sanantonio Tx",6.1,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-05","Amazon",23.05,"posted","Pets","Shopping",false,,"regular","Main Personal","0232",,""
"2025-05-05","Amazon",20.29,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-05","Amazon",110.82,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-05","0637  Apple Com Bill Apple Com Bill Cupertino Ca",21.64,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-05","Home Depot",109.17,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-04","Amazon",29.78,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-05-04","Dbt Crd 0954  Apple.com-bill Ca",32.46,"posted","Movies and Video Games","Shopping",false,,"regular","Main Personal","0232",,""
"2025-05-04","1049  Apple Com Bill Apple Com Bill Cupertino Ca",9.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-05-04","Dbt Crd 2047  Scribd 660964753 Scribd.com Ca",18.38,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-04","Dbt Crd 0635  Sq Snowflake Doughnut Boerne Tx",52.35,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Amazon",28.26,"posted","Household","Shopping",false,,"regular","Main Personal","0232",,""
"2025-05-02","Funding Boerne Lonestar",2696.25,"posted","Home Rent","Home Essentials",false,,"regular","Main Personal","0232",,"Boerne Lonestar"
"2025-05-02","Amazon",52.89,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-05-02","Amazon",17.29,"posted","Household","Shopping",false,,"regular","Main Personal","0232",,""
"2025-05-02","Payment Extra Space",281.5,"posted","B - Rent","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Payment Extra Space",281.5,"posted","B - Rent","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Dbt Crd 1041  Descript Descript.com Ca",37.31,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Home Depot",124.48,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Dbt Crd 0943  Xai Llc X.ai-about Ca",10,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Dbt Crd 0650  Google Gsuite Tritonha Ca",7.46,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Payment Extra Space",219,"posted","B - Rent","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-02","Home Depot",21.63,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-01","Dbt Crd 0435  Lemonade Insurance Lemonade.com Ny",23.83,"posted","Insurance","Future Needs/Saving",false,,"regular","Main Personal","0232",,""
"2025-05-01","2214  Boerne Utility Boerne Utility Boerne Tx",405.63,"posted","Utilities","Home Essentials",false,,"regular","Main Personal","0232",,""
"2025-05-01","Dbt Crd 1330  Longhorn Cafe- Boerne Tx",26.06,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-01","Shell",46.27,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-01","Dbt Crd 1316  Hill Country Nursery Boerne Tx",89.62,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-05-01","Sq250501 Square Inc",-600.56,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
