"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2025-06-26","Hostinger* Hostinger.c 1201 North Market Stree Wilmington, De, Us",22.34,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-26","Dbt Crd 0101  Eqt Aetna Cvs Health Ct",46.52,"posted","Healthcare","Future Needs/Saving",false,,"regular","Main Personal","0232",,""
"2025-06-26","Dbt Crd 2123  Anthropic Anthropic.com Ca",5.62,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-26","Dbt Crd 2030  Anthropic Anthropic.com Ca",5.62,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-26","1433  Google Gsuite Tritonhand Google Gsuite_tri Mountain View Ca",7.46,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-25","Whataburger",12.32,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-25","Venmo",21.64,"posted","Movies and Video Games","Shopping",false,,"regular","Main Personal","0232",,""
"2025-06-25","Exxonmobil",24.89,"posted","Tobacco","Shopping",false,,"regular","Main Personal","0232",,""
"2025-06-25","Dbt Crd 2334  Amazon",18.39,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","Plant water pump system",""
"2025-06-25","Dbt Crd 1550  Anthropic Anthropic.com Ca",5.33,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-25","0626  Apple Com Bill Apple Com Bill Cupertino Ca",9.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-24","Marys Boerne 518 E. Blanco Rd Boerne, Tx, Us",15.97,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-24","Cash App*sergio Luna Squareup.com Oakland, Ca, Us",225,"posted","B - COGS","Cheetah Elevation, LLC",false,"Triton","regular","Spending Account","4117",,""
"2025-06-24","Home Depot",17.27,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-24","Circle K",63.46,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-23","Wendy's",26.28,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-23","Exxonmobil",43.25,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-23","Upho*l Moses New York, Ny, Us",-1197.47,"posted","",,true,,"internal transfer","Spending Account","4117",,""
"2025-06-23","Netflix",27.05,"posted","Movies and Video Games","Shopping",false,,"regular","Main Personal","0232",,""
"2025-06-23","Dbt Crd 0936  Sq Snowflake Doughnut Boerne Tx",32.18,"posted","Restaurants","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-22","2010  Wm Supercenter #1126 1381 S Main St Boerne Tx",61.84,"posted","Groceries","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-22","Dbt Crd 0514  Apple.com-bill Ca",2.15,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-06-22","2010  Wm Supercenter #1126 1381 S Main St Boerne Tx",14.58,"posted","Household","Shopping",false,,"regular","Main Personal","0232",,""
"2025-06-22","Dbt Crd 0729  Apple.com-bill Ca",97.41,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-06-22","2010  Wm Supercenter #1126 1381 S Main St Boerne Tx",19.34,"posted","Party Store & Bars","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-22","Dbt Crd 1415  Amazon",19.46,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","2 mini humidifiers - plants",""
"2025-06-22","Dbt Crd 0406  Amazon.comno7rk9kd2",25.93,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","Toilet pepaer",""
"2025-06-22","Dbt Crd 1414  Amazon",12.1,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","mini usb fans for green houses",""
"2025-06-22","Home Depot",167.12,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-21","Ctlp*grande H2o Llc 7118 Northeast Intersta Sanantonio, Tx, Us",6.9,"posted","Groceries","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-06-21","Tx.gov*servicefee-dir 300 W.15th St Suite, Tx, Us",2,"posted","Bank Fees",,false,,"regular","Spending Account","4117",,""
"2025-06-21","Ctlp*grande H2o Llc 7118 Northeast Intersta Sanantonio, Tx, Us",6.9,"posted","Groceries","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-06-21","Walmart",37.84,"posted","Party Store & Bars","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-21","Walmart",207.55,"posted","Groceries","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-20","Kendall Vehreg 201 E. San Antonio Stre, Tx, Us",72,"posted","B - Auto Repair","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-20","Dbt Crd 2221  Chili S Boerne Boerne Tx",54.89,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-20","Dbt Crd 1401  Metricool.com Madrid Es",22,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-20","Int Fee 1632  Metricool.com Madrid 00 C",0.18,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-20","Home Depot",104.83,"posted","B - COGS","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-20","Whataburger",13.95,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-19","Circle K",10,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-19","Ctlp*grande H2o Llc 7118 Northeast Intersta Sanantonio, Tx, Us",2.3,"posted","Groceries","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-06-19","Circle K",32,"posted","Tobacco","Shopping",false,,"regular","Spending Account","4117",,""
"2025-06-19","Dbt Crd 2035  Anthropic Anthropic.com Ca",10.66,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-19","Dbt Crd 1640  Amazon Mktplno10u1xi2",15.14,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","air layering propigation balls",""
"2025-06-18","Interest Paid",-0.01,"posted","",,true,,"income","Spending Account","4117",,""
"2025-06-18","Transfer Paypal Zapier",10,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-06-18","Dbt Crd 2011  Anthropic Anthropic.com Ca",21.32,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-18","Dbt Crd 1436  Paypal Domino S 6484 Tx",123.75,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-17","Dbt Crd 2207  Wm Supercenter #1126 Boerne Tx",19.34,"posted","Party Store & Bars","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-17","Dbt Crd 2207  Wm Supercenter #1126 Boerne Tx",320.79,"posted","Groceries","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-17","Dbt Crd 1553  Amazon",16.87,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","purple haning plant macrame baskets",""
"2025-06-17","Dbt Crd 2109  Tst Mash D San Antoni San Antonio Tx",88.34,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-17","Dbt Crd 1831  Amazon.comno9zq33x2",25.93,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","toilet paper",""
"2025-06-17","Dbt Crd 1413  Amazon.comna7782xq0",11.29,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","laundry softerner",""
"2025-06-15","Amazon.com*no6ee5ou2 Amazon.com Seattle, Wa, Us",15.14,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Spending Account","4117","green multi size plant pots",""
"2025-06-15","Amazon.com*na94950c0 Amazon.com Seattle, Wa, Us",8.23,"posted","Household","Shopping",false,,"regular","Spending Account","4117","toilet paper",""
"2025-06-15","Transfer 65x0231 To 65x",1000,"posted","",,true,,"internal transfer","Savings Personal","0231",,""
"2025-06-15","Transfer 65x0231 To 65x",1000,"posted","",,true,,"internal transfer","Savings Personal","0231",,""
"2025-06-15","Dbt Crd 1059  Bistro - The Dienger T Boerne Tx",11.91,"posted","Restaurants","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-06-15","Transfer 65x0231 To 65x",-1000,"posted","",,true,,"internal transfer","Main Personal","0232",,""
"2025-06-15","Transfer 65x0231 To 65x",-1000,"posted","",,true,,"internal transfer","Cheetah Checking","0230",,""
"2025-06-14","Circle K",32.43,"posted","Tobacco","Shopping",false,,"regular","Spending Account","4117",,""
"2025-06-14","Circle K",9.29,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-14","Circle K",48.86,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-13","Explorer 114 Nw 25th St Miami, Fl, Us",29,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117","WOXO",""
"2025-06-13","Resend 2261 Market Street #503 San Francisco, Ca, Us",20,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-13","Whataburger",19.79,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-13","Exxonmobil",12.66,"posted","Tobacco","Shopping",false,,"regular","Main Personal","0232",,""
"2025-06-13","Dbt Crd 2130  Gportal Inc. Www.g-portal. Tx",23.81,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-06-13","Dbt Crd 2252  Paypal Hostinger De",22.34,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-13","Dbt Crd 1430  Allmand Law Firm Tx",25,"posted","Bank-rup",,false,,"regular","Cheetah Checking","0230",,""
"2025-06-12","Supabase 65 Chulia Street #38-02 Singapore, Sg",25.25,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-12","Upho*l Moses New York, Ny, Us",-55,"posted","",,true,,"internal transfer","Spending Account","4117",,""
"2025-06-12","Upho*l Moses New York, Ny, Us",-149.08,"posted","",,true,,"internal transfer","Spending Account","4117",,""
"2025-06-12","Anthropic 548 Market Street Pmb 9 San Francisco, Ca, Us",10.66,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-06-12","Upho*l Moses New York, Ny, Us",-267.63,"posted","",,true,,"internal transfer","Spending Account","4117",,""
"2025-06-12","Upho*l Moses New York, Ny, Us",-38.45,"posted","",,true,,"internal transfer","Spending Account","4117",,""
"2025-06-12","Deposit",-2000,"posted","",,true,,"income","Savings Personal","0231",,""
"2025-06-12","Dbt Crd 2224 Oordash Theburger Ca",40.55,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-11","Dbt Crd 2223 Oordashdashpass Ca",59,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-11","Dairy Queen",17.69,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-11","Dbt Crd 1134  Leonardo.ai North Sydney Au",12,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-11","Int Fee 1630  Leonardo.ai North Sydney 00 C",0.1,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-10","Dbt Crd 1219  Amazon",24.89,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","beeg green leaf plant food",""
"2025-06-10","Circle K",44.41,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-10","Sq250610 Square Inc",-217.27,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-06-10","Dbt Crd 1108  Sq Snowflake Doughnut Boerne Tx",4.33,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-10","1402  Paypal Mint Mobile Paypal Mint Mobil San Jose Ca",65.57,"posted","Kids Cell Phones","Future Needs/Saving",false,,"regular","Cheetah Checking","0230",,""
"2025-06-09","Walmart",17.33,"posted","Holiday/Gifts","Future Needs/Saving",false,,"regular","Main Personal","0232",,""
"2025-06-09","Dbt Crd 0435  Amazon",18.39,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","60- 1 gallon black nursery pots",""
"2025-06-09","Whataburger",13.85,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-09","Home Depot",54.21,"posted","B - COGS","Cheetah Elevation, LLC",false,"Triton","regular","Cheetah Checking","0230",,""
"2025-06-08","Dbt Crd 2207  Paypal Canva De",15,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-08","Dbt Crd 2106  Openphone Openphone.com Ca",47.34,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-08","Circle K",21.65,"posted","Party Store & Bars","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-08","Dbt Crd 1349  Claude.aianthropic.com Ca",21.32,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-08","Dbt Crd 1252  Sq Marys Boerne Boerne Tx",15.97,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-08","Circle K",19.58,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-06","Dbt Crd 2128  Ctlpgrande H2o Llc Sanantonio Tx",2.3,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-06","Dbt Crd 2125  Ctlpgrande H2o Llc Sanantonio Tx",6.9,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-06","Dbt Crd 1042  Amazon",12.98,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","platn water gauge ",""
"2025-06-06","Dbt Crd 2121  Ctlpgrande H2o Llc Sanantonio Tx",4.6,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-06","Pirate Ship Payment",12.68,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-06","Dbt Crd 2133  Amazon",55.22,"posted","B - Office ","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230","ethernet cables for mac computers, ethernet network swich block",""
"2025-06-06","Dbt Crd 1104  Amazon",8.65,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","ph water testing strips",""
"2025-06-05","Dbt Crd 1155  Shopify 374766169 Shopify.com Il",41.58,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-05","Dbt Crd 1744  Elevenlabs.io Elevenlabs.io Ny",11.73,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-05","Pirate Ship Payment",8.33,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-05","Payments Ebay Comhbcjofa0",26.2,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-04","1049  Apple Com Bill Apple Com Bill Cupertino Ca",9.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-06-04","Dbt Crd 2224  Anthropic Anthropic.com Ca",10.66,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-04","Sq250604 Square Inc",-333.31,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-06-04","Dbt Crd 2052  Anthropic Anthropic.com Ca",5.33,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-04","0637  Apple Com Bill Apple Com Bill Cupertino Ca",21.64,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-03","Dbt Crd 0955  Apple.com-bill Ca",64.92,"posted","Movies and Video Games","Shopping",false,,"regular","Main Personal","0232",,""
"2025-06-03","Dbt Crd 1056  Amazon",34.63,"posted","B - COGS","Cheetah Elevation, LLC",false,"Grit","regular","Cheetah Checking","0230","green glass candle jars",""
"2025-06-03","Sq250603 Square Inc",-304.3,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-06-03","Dbt Crd 0135  Openphone Openphone.com Ca",5.33,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-03","Dbt Crd 0123  Openphone Openphone.com Ca",5.33,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-03","Circle K",31.21,"posted","Fuel","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-06-03","Payment Extra Space",281.5,"posted","B - Rent","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-03","Payment Extra Space",281.5,"posted","B - Rent","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-03","Payment Extra Space",219,"posted","B - Rent","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-03","Circle K",62.01,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-02","Funding Boerne Lonestar",2696.25,"posted","Home Rent","Home Essentials",false,,"regular","Main Personal","0232",,"Boerne Lonestar"
"2025-06-02","Dbt Crd 0808  Paypal Hostinger De",3.17,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-02","Whataburger",12.55,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-02","Dbt Crd 2120  Tstfree Roam Brewing Boerne Tx",42.34,"posted","Party Store & Bars","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-06-02","Dbt Crd 0817  Paypal Hostinger De",22.34,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-06-02","Sq250602 Square Inc",-212.85,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-06-01","0752  Boerne Utility Boerne Utility Boerne Tx",422.96,"posted","Utilities","Home Essentials",false,,"regular","Main Personal","0232",,""
"2025-06-01","Dbt Crd 0829  Googlegsuite Gritcoll Cc Google.com Ca",6.64,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
