"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2025-07-19","Dbt Crd 1804  H-e-b #621 Boerne Tx",30.17,"posted","Party Store & Bars","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-19","Dbt Crd 1804  H-e-b #621 Boerne Tx",258.58,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-19","Dbt Crd 1804  H-e-b #621 Boerne Tx",22.19,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Interest Paid",-0.02,"posted","",,true,,"income","Spending Account","4117",,""
"2025-07-18","Transfer Paypal Zapier",31.97,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-07-18","Dbt Crd 2023  Anthropic Anthropic.com Ca",5.92,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Dbt Crd 2053  Roadtrip Dripping Spri Tx",29.32,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Dbt Crd 1750  Anthropic Anthropic.com Ca",5.68,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Dbt Crd 1101  Anthropic Anthropic.com Ca",5.94,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Dbt Crd 1306  Paypal Printfulinc Nc",24.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Dbt Crd 1005  Anthropic Anthropic.com Ca",5.94,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Dbt Crd 2101  Roadtrip Dripping Spri Tx",40.51,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-18","Dbt Crd 1215  Anthropic Anthropic.com Ca",5.5,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 1238  Extra Space 2233 Tx",262.8,"posted","B - Rent","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 1456  Anthropic Anthropic.com Ca",5.54,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 1514  Anthropic Anthropic.com Ca",5.36,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 0714  Anthropic Anthropic.com Ca",5.58,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 1824  Anthropic Anthropic.com Ca",5.5,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 1612  Anthropic Anthropic.com Ca",5.6,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Burger King",9.71,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 1338  Anthropic Anthropic.com Ca",5.66,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 2029  Anthropic Anthropic.com Ca",5.61,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-16","Dbt Crd 1818  Anthropic Anthropic.com Ca",5.48,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-15","Exxonmobil",30.3,"posted","Tobacco","Shopping",false,,"regular","Main Personal","0232",,""
"2025-07-15","Dbt Crd 1745  Amazon",10.81,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","kits knife cutting safety gloves",""
"2025-07-15","Dbt Crd 0607  Allmand Law Firm Tx",25,"posted","Bank-rup",,false,,"regular","Cheetah Checking","0230",,""
"2025-07-15","Dbt Crd 2123  Anthropic Anthropic.com Ca",5.4,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-15","Dbt Crd 1228  Anthropic Anthropic.com Ca",5.86,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-15","Dbt Crd 1105  Anthropic Anthropic.com Ca",5.52,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-14","Dbt Crd 0030  Anthropic Anthropic.com Ca",5.68,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-14","Circle K",4.11,"posted","Party Store & Bars","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-14","Circle K",26.8,"posted","Tobacco","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-07-14","Dbt Crd 2216  Anthropic Anthropic.com Ca",5.36,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-14","Sq250714 Square Inc",-217.27,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-07-13","Resend 2261 Market Street #503 San Francisco, Ca, Us",20,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-13","Explorer 114 Nw 25th St Miami, Fl, Us",29,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117","WOXO",""
"2025-07-13","Dbt Crd 2158  Infernos Boerne Llc Boerne Tx",68.28,"posted","Restaurants","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-13","Dbt Crd 1445  Elevenlabs Lvqs54f3 Elevenlabs.io Ny",23.45,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-13","Whataburger",13.85,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-12","Supabase 65 Chulia Street #38-02 Singapore, Sg",44.72,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-12","Dbt Crd 2108  Wm Supercenter #1126 Boerne Tx",19.34,"posted","Party Store & Bars","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-12","Dbt Crd 2108  Wm Supercenter #1126 Boerne Tx",541.91,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-12","Dbt Crd 2108  Wm Supercenter #1126 Boerne Tx",34.58,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230",,""
"2025-07-10","Dbt Crd 0053  Amazon.comnl6rb0yd2",25.93,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","Toilet paper",""
"2025-07-10","Dbt Crd 2044  Paypal Printfulinc Nc",56.17,"posted","COGS - Grit Collective Co.","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-09","Hostinger 7700 Eastport Parkway, De, Us",4.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-09","Hostinger 7700 Eastport Parkway, De, Us",4.99,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-09","Dbt Crd 1758  Eqt Aetna Cvs Health Ct",93.04,"posted","Healthcare","Future Needs/Saving",false,,"regular","Main Personal","0232",,""
"2025-07-09","Dbt Crd 0506  Openphone Openphone.com Ca",47.34,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-09","Dbt Crd 1325  Gvtc Gvtctx.smarth Tx",187.88,"posted","Utilities","Home Essentials",false,,"regular","Cheetah Checking","0230",,""
"2025-07-08","Hostinger 7700 Eastport Parkway, De, Us",12.54,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-08","Dbt Crd 0910  Leonardo.ai North Sydney Au",12,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-08","Int Fee 1630  Leonardo.ai North Sydney 00 C",0.1,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-07","Payments Ebay Combdbyhmdc Gddtpejrduto62l",21.95,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-07","Deposit",-265,"posted","",,true,"Triton","income","Cheetah Checking","0230","Jeff oliver",""
"2025-07-07","Exxonmobil",43.25,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-07","Burger King",15.03,"posted","Work food","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-07","Sq250707 Square Inc",-2722.5,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-07-06","Hostinger 7700 Eastport Parkway, De, Us",12.54,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-06","Canva 7700 Eastport Parkway, De, Us",15,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-06","Apple.com-bill One Apple Park Way, Ca, Us",21.64,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Spending Account","4117",,""
"2025-07-06","Dbt Crd 0716  Amazon.comn35e92vc1",18.93,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","Toilet flush wipes",""
"2025-07-06","Dbt Crd 1500  Anthropic Anthropic.com Ca",5.84,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-06","Dbt Crd 0426  Amazon.comn39c08hc0",23.51,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","Paper towels",""
"2025-07-06","Dbt Crd 0151  Shopify 386799413 Shopify.com Il",41.58,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-05","Ctlp*grande H2o Llc 7118 Northeast Intersta Sanantonio, Tx, Us",4.6,"posted","Groceries","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-07-05","Ctlp*grande H2o Llc 7118 Northeast Intersta Sanantonio, Tx, Us",3.05,"posted","Groceries","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-07-05","Ctlp*grande H2o Llc 7118 Northeast Intersta Sanantonio, Tx, Us",5.1,"posted","Groceries","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-07-05","Ctlp*grande H2o Llc 7118 Northeast Intersta Sanantonio, Tx, Us",6.1,"posted","Groceries","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-07-05","Dbt Crd 1327  H-e-b #621 Boerne Tx",39.03,"posted","Groceries","Food & Drink",false,,"regular","Main Personal","0232",,""
"2025-07-05","Exxonmobil",24.89,"posted","Tobacco","Shopping",false,,"regular","Main Personal","0232",,""
"2025-07-05","Dbt Crd 1326  H-e-b #621 Boerne Tx",1.13,"posted","Groceries","Food & Drink",false,,"regular","Cheetah Checking","0230",,""
"2025-07-04","Dbt Crd 1446  Lemonade Insurance Com New York Ny",23.83,"posted","Insurance","Future Needs/Saving",false,,"regular","Main Personal","0232",,""
"2025-07-03","Return Item Fee",30,"posted","Bank Fees",,false,,"regular","Cheetah Checking","0230",,""
"2025-07-03","Dbt Crd 1925  Paypal Etsy Inc",10.68,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-03","Dbt Crd 1513  Q Mart Airport San Antonio Tx",51.1,"posted","B - Fuel","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-02","Domino's",91.51,"posted","Restaurants","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-07-02","Deposit",-40,"posted","",,true,,"income","Main Personal","0232",,""
"2025-07-02","1053  Apple Com Bill Apple Com Bill Cupertino Ca",32.46,"posted","Movies and Video Games","Shopping",false,,"regular","Main Personal","0232",,""
"2025-07-02","Dbt Crd 1900  Apple.com-bill Ca",8.65,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Main Personal","0232",,""
"2025-07-02","Funding Boerne Lonestar",2696.25,"posted","Home Rent","Home Essentials",false,,"regular","Main Personal","0232",,"Boerne Lonestar"
"2025-07-02","Dbt Crd 1034  Anthropic Anthropic.com Ca",5.91,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-02","Dbt Crd 1136  Anthropic Anthropic.com Ca",5.46,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-02","Sq250702 Square Inc",-144.75,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
"2025-07-02","Dbt Crd 1920  Shopify 383811461 Shopify.com Il",1.06,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-02","Payment Extra Space",281.5,"posted","",,true,,"internal transfer","Cheetah Checking","0230",,""
"2025-07-01","Dd *doordash Littlecae 303 2nd Street Suite 80 San Francisco, Ca, Us",67.52,"posted","Restaurants","Food & Drink",false,,"regular","Spending Account","4117",,""
"2025-07-01","0752  Boerne Utility Boerne Utility Boerne Tx",475.29,"posted","Utilities","Home Essentials",false,,"regular","Main Personal","0232",,""
"2025-07-01","Deposit",-2000,"posted","",,true,,"income","Main Personal","0232",,""
"2025-07-01","Dbt Crd 2135  Amazon",51.92,"posted","B - COGS","Cheetah Elevation, LLC",false,"Plants","regular","Cheetah Checking","0230","mini humidity meters, 3 net plant pots, green 4” nursery pots grn.",""
"2025-07-01","Dbt Crd 2131  Openai Chatgpt Subscr Openai.com Ca",21.28,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-01","Dbt Crd 0228  Amazon.comn35fw6pj2",28.26,"posted","Household","Shopping",false,,"regular","Cheetah Checking","0230","Tide Pods",""
"2025-07-01","1013  Google Gsuite Tritonhand Google Gsuite_tri Mountain View Ca",7.46,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-01","0655  Google Gsuite Gritcollec Google Gsuite_gri Mountain View Ca",8.95,"posted","B - Software and subscriptions","Cheetah Elevation, LLC",false,,"regular","Cheetah Checking","0230",,""
"2025-07-01","Dbt Crd 0228  Amazon.comnq3t809x1",18.8,"posted","Healthcare","Future Needs/Saving",false,,"regular","Cheetah Checking","0230","Fish Oil",""
"2025-07-01","Sq250701 Square Inc",-246.28,"posted","Income",,false,"Triton","regular","Cheetah Checking","0230",,""
